|||||From : 01/01/2013 To : 03/08/2014    By user : admin
|No|Date|Bill No.|Customer|Bill Total|Paid|Collection|Days
Other Custermer (OTH)
|1|07/06/13|59671|No Name|85.5|0|85.5|245|
|2|07/13/13|46573|Mr.Weerasinghe|346|0|346|238|
|3|07/13/13|46578|Kottawa Garment|15994.52|0|15994.52|238|
|4|07/08/13|40078|Ranji vendol|173|0|173|243|
|5|07/16/13|76231|Lakmali Cafe -Hirigalketiya|1061.58|0|1061.58|235|
|6|07/21/13|76028|Lakmali Cafe -Hirigalketiya|729|0|729|230|
|7|07/21/13|76029|W.H.G. st - Hirigalkatiya|656.25|0|656.25|230|
|8|07/24/13|76751|Lakmali Cafe -Hirigalketiya|899.16|0|899.16|227|
|9|07/09/13|59855|No Name|891.09|0|891.09|242|
|10|07/09/13|59856|No Name|660.03|0|660.03|242|
|11|08/03/13|40401|Lakmali Cafe -Hirigalketiya|1052.16|0|1052.16|217|
|12|08/06/13|40873|No Name|309.76|0|309.76|214|
|13|08/08/13|76294|No Name|270|0|270|212|
|14|08/10/13|40096|No Name|105.4|0|105.4|210|
|15|08/10/13|40088|No Name|233.58|0|233.58|210|
|16|08/12/13|40902|W.H.G. st - Hirigalkatiya|2360.34|0|2360.34|208|
|17|08/12/13|40901|No Name|2617.83|0|2617.83|208|
|18|08/13/13|40976|No Name|22.5|0|22.5|207|
|19|08/14/13|46379|No Name|81|0|81|206|
|20|08/14/13|46351|W.H.G. st - Hirigalkatiya|540|0|540|206|
|21|08/12/13|40130|No Name|730.4|0|730.4|208|
|22|08/12/13|40130|No Name|730.4|0|730.4|208|
|23|08/17/13|46591|No Name|465.38|0|465.38|203|
|24|08/19/13|40245|No Name|270|0|270|201|
|25|08/19/13|40234|W.H.G. st - Hirigalkatiya|5063.2|0|5063.2|201|
|26|08/21/13|46639|No Name|254|0|254|199|
|27|08/27/13|46139|No Name|432|0|432|193|
|28|08/27/13|46138|No Name|235.88|0|235.88|193|
|29|08/28/13|35952|No Name|1311.52|0|1311.52|192|
|30|08/29/13|35343|No Name|161.25|0|161.25|191|
|31|08/29/13|35331|W.H.G. st - Hirigalkatiya|1107|0|1107|191|
|32|09/06/13|35087|No Name|372.6|0|372.6|183|
|33|09/06/13|35085|No Name|1239.04|0|1239.04|183|
|34|09/07/13|98977|No Name|154.88|0|154.88|182|
|35|09/09/13|98834|No Name|154.88|0|154.88|180|
|36|09/10/13|35927|No Name|715.88|0|715.88|179|
|37|09/12/13|35035|No Name|2324.4|0|2324.4|177|
|38|09/17/13|98075|No Name|103.5|0|103.5|172|
|39|09/12/13|98641|No Name|231.75|0|231.75|177|
|40|09/12/13|98642|No Name|154.88|0|154.88|177|
|41|09/22/13|40735|W.H.G. st - Hirigalkatiya|1215|0|1215|167|
|42|09/23/13|40697|No Name|254|0|254|166|
|43|09/23/13|40698|Ranji vendol|173|0|173|166|
|44|09/24/13|40387|No Name|189|0|189|165|
|45|09/24/13|40385|No Name|233.58|0|233.58|165|
|46|10/02/13|40746|No Name|157.5|0|157.5|157|
|47|10/02/13|40399|W.H.G. st - Hirigalkatiya|540|0|540|157|
|48|10/01/13|40898|No Name|43.75|0|43.75|158|
|49|10/04/13|40447|No Name|31.5|0|31.5|155|
|50|10/04/13|40444|W.H.G. st - Hirigalkatiya|6386.04|0|6386.04|155|
|51|10/02/13|20694|No Name|292.5|0|292.5|157|
|52|10/05/13|17267|No Name|378|0|378|154|
|53|10/07/13|35138|No Name|26.25|0|26.25|152|
|54|10/08/13|17233|W.H.G. st - Hirigalkatiya|2138.7|0|2138.7|151|
|55|10/10/13|98145|Asanka Yasan|429.38|0|429.38|149|
|56|10/08/13|40090|No Name|4930.1|0|4930.1|151|
|57|10/16/13|33951|W.H.G. st - Hirigalkatiya|692|0|692|143|
|58|10/17/13|33856|No Name|5025.68|0|5025.68|142|
|59|10/17/13|33867|No Name|969|0|969|142|
|60|10/19/13|33455|W.H.G. st - Hirigalkatiya|1250.25|0|1250.25|140|
|61|10/20/13|33710|No Name|22.5|0|22.5|139|
|62|10/21/13|33551|No Name|2508.25|0|2508.25|138|
|63|10/24/13|33136|No Name|279.16|0|279.16|135|
|64|10/25/13|48950|No Name|1081.25|0|1081.25|134|
|65|10/28/13|61734|No Name|1092|0|1092|131|
|66|10/31/13|61590|No Name|773.65|0|773.65|128|
|67|11/02/13|61534|No Name|1490.4|0|1490.4|126|
|68|11/04/13|61281|No Name|1762.92|0|1762.92|124|
|69|11/06/13|61890|No Name|769.33|0|769.33|122|
|70|11/06/13|61327|No Name|309.76|0|309.76|122|
|71|11/08/13|33486|No Name|337.5|0|337.5|120|
|72|11/09/13|9437|Lakmali cafe|2463.5|2463|.5|119|
|73|11/09/13|9441|No Name|22.5|22|.5|119|
|74|11/11/13|9392|No Name|491.25|0|491.25|117|
|75|11/12/13|9833|No Name|225|0|225|116|
|76|11/14/13|9082|No Name|270|0|270|114|
|77|11/18/13|9235|Asanka Yasan|864|0|864|110|
|78|11/20/13|9581|No Name|1767|0|1767|108|
|79|11/21/13|9739|W.H.G. st - Hirigalkatiya|1202.3|0|1202.3|107|
|80|11/22/13|36462|Asanka Yasan|98.2|0|98.2|106|
|81|11/27/13|36033|Asanka Yasan|528.75|0|528.75|101|
|82|11/27/13|36001|No Name|1367.55|0|1367.55|101|
|83|11/27/13|36738|No Name|258.38|0|258.38|101|
|84|12/02/13|61050|Asanka Yasan|529.5|0|529.5|96|
|85|12/02/13|61048|No Name|270|0|270|96|
|86|12/02/13|33434|No Name|438.38|0|438.38|96|
|87|12/04/13|36628|No Name|716.5|0|716.5|94|
|88|12/04/13|33189|Ranji vendol|154.88|0|154.88|94|
|89|12/04/13|36236|No Name|452|0|452|94|
|90|12/05/13|36295|No Name|393.75|0|393.75|93|
|91|12/06/13|61241|No Name|472.52|0|472.52|92|
|92|12/06/13|9747|No Name|1162.4|0|1162.4|92|
|93|12/07/13|36983|No Name|296.83|0|296.83|91|
|94|12/09/13|40335|No Name|1326.25|0|1326.25|89|
|95|12/10/13|36468|No Name|436.63|0|436.63|88|
|96|12/10/13|36983|No Name|272.49|0|272.49|88|
|97|12/11/13|59445|No Name|43.75|0|43.75|87|
|98|12/12/13|99972|No Name|499.5|0|499.5|86|
|99|12/12/13|99973|No Name|153|0|153|86|
|100|12/14/13|99694|Asanka Yasan|964.4|0|964.4|84|
|101|12/14/13|99695|No Name|1164.52|0|1164.52|84|
|102|12/15/13|99381|No Name|222.38|0|222.38|83|
|103|12/19/13|99194|No Name|99|0|99|79|
|104|12/24/13|99842|No Name|881.25|0|881.25|74|
|105|12/25/13|59690|No Name|3090.3|0|3090.3|73|
|106|12/26/13|33398|No Name|180|0|180|72|
|107|12/31/13|36179|No Name|620.52|0|620.52|67|
|108|12/31/13|9638|Asanka Yasan|692|0|692|67|
|109|01/02/14|46740|No Name|972|0|972|65|
|110|01/08/14|40249|No Name|1324.34|1324|.34|59|
|111|01/10/14|76393|No Name|540|0|540|57|
|112|01/19/14|37837|No Name|12960.5|12960|.5|48|
|113|01/19/14|37483|No Name|1495|0|1495|48|
|114|01/21/14|2040|No Name|805.29|805|.29|46|
|115|01/23/14|2889|No Name|498.75|0|498.75|44|
|116|01/23/14|2772|No Name|269.25|0|269.25|44|
|117|01/25/14|2837|No Name|162|0|162|42|
|118|02/02/14|37186|No Name|81|0|81|34|
|119|02/02/14|37185|Ranji vendol|155|0|155|34|
|120|02/06/14|2397|Ranji vendol|633.6|633|.6|30|
|121|02/08/14|99273|No Name|1124|624|500|28|
|||Sub-Total :|121|127195.4|18831|108364.4|
Yatalamattha Banbarapura (2MO)
|1|09/01/13|35629|Bandula st|9726.28|0|9726.28|188|
|2|09/03/13|35551|Rasika st|7800.61|0|7800.61|186|
|3|09/03/13|35552|Mahinda st|2014.68|0|2014.68|186|
|4|09/03/13|35553|Disna st|799.5|0|799.5|186|
|5|09/03/13|35554|Abebandu st|1656|0|1656|186|
|6|09/03/13|35555|W.G.S. st|2664.6|0|2664.6|186|
|7|09/03/13|35561|Chandana st|783|0|783|186|
|8|09/03/13|35566|Sinhagiri st|6363.23|0|6363.23|186|
|9|09/03/13|35562|Co-op Kottawa|4874.92|0|4874.92|186|
|10|09/03/13|35582|Madushan st|315|0|315|186|
|11|09/03/13|35583|Amith st|481.5|0|481.5|186|
|12|09/03/13|35556|Prabath st|1962.86|0|1962.86|186|
|13|09/03/13|35555|Vijesena st|3055.5|0|3055.5|186|
|14|09/03/13|35558|Wijewardana st|2756.64|0|2756.64|186|
|15|09/03/13|35564|Babaramulla st|1297.14|0|1297.14|186|
|16|09/03/13|35565|S.H. st|1370.26|0|1370.26|186|
|17|09/03/13|35567|Sooriyarachchi st|1199.26|0|1199.26|186|
|18|09/03/13|35568|Rathna st|2312.54|0|2312.54|186|
|19|09/03/13|35569|Araliya st|1088.58|0|1088.58|186|
|20|09/03/13|35570|Indika st|1591.5|0|1591.5|186|
|21|09/03/13|35571|Deepa st|1627.32|0|1627.32|186|
|22|09/03/13|35573|Bandula st|1755|0|1755|186|
|23|09/03/13|35574|Sahas st|1723.52|0|1723.52|186|
|24|09/03/13|35575|Sadaruwan st|992.1|0|992.1|186|
|25|09/03/13|35576|Amila st|1002.6|0|1002.6|186|
|26|09/03/13|35577|Kanthoru kade|157.5|0|157.5|186|
|27|09/03/13|35584|Chandana st|1360.7|0|1360.7|186|
|28|09/03/13|35585|Vithana st|571.5|0|571.5|186|
|29|09/03/13|35587|Disara st|1038.02|0|1038.02|186|
